Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[cultivar]	Characteristics[age]	Unit[time unit]	Characteristics[developmental stage]	Characteristics[genotype]	Characteristics[organism part]	Material Type	Protocol REF	Protocol REF	Protocol REF	Protocol REF	Extract Name	Material Type	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Comment[NOMINAL_LENGTH]	Comment[NOMINAL_SDEV]	Protocol REF	Performer	Assay Name	Comment[technical replicate group]	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Comment[SPOT_LENGTH]	Comment[READ_INDEX_1_BASE_COORD]	Factor Value[cultivar]
P138	ERS2903562	SAMEA5092221	Hordeum vulgare subsp. vulgare	P0138 (B87/14-9)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P138	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HGH2WBBXX_P138_S96_L004	group 123	sequencing assay	ERX2907161	HGH2WBBXX_P138_S96_L004_R2_001.fastq.gz	HGH2WBBXX_P138_S96_L004_R2_001.fastq.gz	ERR2902592	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/002/ERR2902592/ERR2902592_2.fastq.gz	302	152	P0138 (B87/14-9)
P138	ERS2903562	SAMEA5092221	Hordeum vulgare subsp. vulgare	P0138 (B87/14-9)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P138	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HGL5VBBXX_P138_S410_L002	group 123	sequencing assay	ERX2907161	HGL5VBBXX_P138_S410_L002_R1_001.fastq.gz	HGL5VBBXX_P138_S410_L002_R1_001.fastq.gz	ERR2902593	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/003/ERR2902593/ERR2902593_1.fastq.gz	302	152	P0138 (B87/14-9)
P138	ERS2903562	SAMEA5092221	Hordeum vulgare subsp. vulgare	P0138 (B87/14-9)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P138	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HGL5VBBXX_P138_S410_L002	group 123	sequencing assay	ERX2907161	HGL5VBBXX_P138_S410_L002_R2_001.fastq.gz	HGL5VBBXX_P138_S410_L002_R2_001.fastq.gz	ERR2902593	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/003/ERR2902593/ERR2902593_2.fastq.gz	302	152	P0138 (B87/14-9)
P139	ERS2903563	SAMEA5092222	Hordeum vulgare subsp. vulgare	P0139 (Barke)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P139	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HGH2WBBXX_P139_S179_L004	group 124	sequencing assay	ERX2907162	HGH2WBBXX_P139_S179_L004_R1_001.fastq.gz	HGH2WBBXX_P139_S179_L004_R1_001.fastq.gz	ERR2902594	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/004/ERR2902594/ERR2902594_1.fastq.gz	302	152	P0139 (Barke)
P139	ERS2903563	SAMEA5092222	Hordeum vulgare subsp. vulgare	P0139 (Barke)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P139	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HGH2WBBXX_P139_S179_L004	group 124	sequencing assay	ERX2907162	HGH2WBBXX_P139_S179_L004_R2_001.fastq.gz	HGH2WBBXX_P139_S179_L004_R2_001.fastq.gz	ERR2902594	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/004/ERR2902594/ERR2902594_2.fastq.gz	302	152	P0139 (Barke)
P139	ERS2903563	SAMEA5092222	Hordeum vulgare subsp. vulgare	P0139 (Barke)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P139	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HGL5VBBXX_P139_S653_L002	group 124	sequencing assay	ERX2907162	HGL5VBBXX_P139_S653_L002_R1_001.fastq.gz	HGL5VBBXX_P139_S653_L002_R1_001.fastq.gz	ERR2902595	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/005/ERR2902595/ERR2902595_1.fastq.gz	302	152	P0139 (Barke)
P139	ERS2903563	SAMEA5092222	Hordeum vulgare subsp. vulgare	P0139 (Barke)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P139	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HGL5VBBXX_P139_S653_L002	group 124	sequencing assay	ERX2907162	HGL5VBBXX_P139_S653_L002_R2_001.fastq.gz	HGL5VBBXX_P139_S653_L002_R2_001.fastq.gz	ERR2902595	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/005/ERR2902595/ERR2902595_2.fastq.gz	302	152	P0139 (Barke)
P141	ERS2903564	SAMEA5092223	Hordeum vulgare subsp. vulgare	P0141 (Barque)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P141	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HCGWGBBXX_Full-P141_S263_L006	group 125	sequencing assay	ERX2907163	HCGWGBBXX_Full-P141_S263_L006_R1_001.fastq.gz	HCGWGBBXX_Full-P141_S263_L006_R1_001.fastq.gz	ERR2902596	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/006/ERR2902596/ERR2902596_1.fastq.gz	302	152	P0141 (Barque)
P141	ERS2903564	SAMEA5092223	Hordeum vulgare subsp. vulgare	P0141 (Barque)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P141	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HCGWGBBXX_Full-P141_S263_L006	group 125	sequencing assay	ERX2907163	HCGWGBBXX_Full-P141_S263_L006_R2_001.fastq.gz	HCGWGBBXX_Full-P141_S263_L006_R2_001.fastq.gz	ERR2902596	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/006/ERR2902596/ERR2902596_2.fastq.gz	302	152	P0141 (Barque)
P141	ERS2903564	SAMEA5092223	Hordeum vulgare subsp. vulgare	P0141 (Barque)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P141	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HCGWGBBXX_Half-P141_S287_L006	group 125	sequencing assay	ERX2907163	HCGWGBBXX_Half-P141_S287_L006_R1_001.fastq.gz	HCGWGBBXX_Half-P141_S287_L006_R1_001.fastq.gz	ERR2902597	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/007/ERR2902597/ERR2902597_1.fastq.gz	302	152	P0141 (Barque)
P141	ERS2903564	SAMEA5092223	Hordeum vulgare subsp. vulgare	P0141 (Barque)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P141	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HCGWGBBXX_Half-P141_S287_L006	group 125	sequencing assay	ERX2907163	HCGWGBBXX_Half-P141_S287_L006_R2_001.fastq.gz	HCGWGBBXX_Half-P141_S287_L006_R2_001.fastq.gz	ERR2902597	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/007/ERR2902597/ERR2902597_2.fastq.gz	302	152	P0141 (Barque)
P141	ERS2903564	SAMEA5092223	Hordeum vulgare subsp. vulgare	P0141 (Barque)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P141	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HCGWGBBXX_Quarter-P141_S311_L006	group 125	sequencing assay	ERX2907163	HCGWGBBXX_Quarter-P141_S311_L006_R1_001.fastq.gz	HCGWGBBXX_Quarter-P141_S311_L006_R1_001.fastq.gz	ERR2902598	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/008/ERR2902598/ERR2902598_1.fastq.gz	302	152	P0141 (Barque)
P141	ERS2903564	SAMEA5092223	Hordeum vulgare subsp. vulgare	P0141 (Barque)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P141	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HCGWGBBXX_Quarter-P141_S311_L006	group 125	sequencing assay	ERX2907163	HCGWGBBXX_Quarter-P141_S311_L006_R2_001.fastq.gz	HCGWGBBXX_Quarter-P141_S311_L006_R2_001.fastq.gz	ERR2902598	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/008/ERR2902598/ERR2902598_2.fastq.gz	302	152	P0141 (Barque)
P142	ERS2903565	SAMEA5092224	Hordeum vulgare subsp. vulgare	P0142 (Bass)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P142	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HCGWGBBXX_Full-P142_S264_L006	group 126	sequencing assay	ERX2907164	HCGWGBBXX_Full-P142_S264_L006_R1_001.fastq.gz	HCGWGBBXX_Full-P142_S264_L006_R1_001.fastq.gz	ERR2902599	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/009/ERR2902599/ERR2902599_1.fastq.gz	302	152	P0142 (Bass)
P142	ERS2903565	SAMEA5092224	Hordeum vulgare subsp. vulgare	P0142 (Bass)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P142	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HCGWGBBXX_Full-P142_S264_L006	group 126	sequencing assay	ERX2907164	HCGWGBBXX_Full-P142_S264_L006_R2_001.fastq.gz	HCGWGBBXX_Full-P142_S264_L006_R2_001.fastq.gz	ERR2902599	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/009/ERR2902599/ERR2902599_2.fastq.gz	302	152	P0142 (Bass)
P142	ERS2903565	SAMEA5092224	Hordeum vulgare subsp. vulgare	P0142 (Bass)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P142	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HCGWGBBXX_Half-P142_S288_L006	group 126	sequencing assay	ERX2907164	HCGWGBBXX_Half-P142_S288_L006_R1_001.fastq.gz	HCGWGBBXX_Half-P142_S288_L006_R1_001.fastq.gz	ERR2902600	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/000/ERR2902600/ERR2902600_1.fastq.gz	302	152	P0142 (Bass)
P142	ERS2903565	SAMEA5092224	Hordeum vulgare subsp. vulgare	P0142 (Bass)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P142	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HCGWGBBXX_Half-P142_S288_L006	group 126	sequencing assay	ERX2907164	HCGWGBBXX_Half-P142_S288_L006_R2_001.fastq.gz	HCGWGBBXX_Half-P142_S288_L006_R2_001.fastq.gz	ERR2902600	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/000/ERR2902600/ERR2902600_2.fastq.gz	302	152	P0142 (Bass)
P142	ERS2903565	SAMEA5092224	Hordeum vulgare subsp. vulgare	P0142 (Bass)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P142	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HCGWGBBXX_Quarter-P142_S312_L006	group 126	sequencing assay	ERX2907164	HCGWGBBXX_Quarter-P142_S312_L006_R1_001.fastq.gz	HCGWGBBXX_Quarter-P142_S312_L006_R1_001.fastq.gz	ERR2902601	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/001/ERR2902601/ERR2902601_1.fastq.gz	302	152	P0142 (Bass)
P142	ERS2903565	SAMEA5092224	Hordeum vulgare subsp. vulgare	P0142 (Bass)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P142	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HCGWGBBXX_Quarter-P142_S312_L006	group 126	sequencing assay	ERX2907164	HCGWGBBXX_Quarter-P142_S312_L006_R2_001.fastq.gz	HCGWGBBXX_Quarter-P142_S312_L006_R2_001.fastq.gz	ERR2902601	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/001/ERR2902601/ERR2902601_2.fastq.gz	302	152	P0142 (Bass)
P143	ERS2903566	SAMEA5092225	Hordeum vulgare subsp. vulgare	P0143 (Baudin (Stirling))	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P143	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HGH2WBBXX_P143_S111_L004	group 127	sequencing assay	ERX2907165	HGH2WBBXX_P143_S111_L004_R1_001.fastq.gz	HGH2WBBXX_P143_S111_L004_R1_001.fastq.gz	ERR2902602	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/002/ERR2902602/ERR2902602_1.fastq.gz	302	152	P0143 (Baudin (Stirling))
P143	ERS2903566	SAMEA5092225	Hordeum vulgare subsp. vulgare	P0143 (Baudin (Stirling))	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P143	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HGH2WBBXX_P143_S111_L004	group 127	sequencing assay	ERX2907165	HGH2WBBXX_P143_S111_L004_R2_001.fastq.gz	HGH2WBBXX_P143_S111_L004_R2_001.fastq.gz	ERR2902602	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/002/ERR2902602/ERR2902602_2.fastq.gz	302	152	P0143 (Baudin (Stirling))
P143	ERS2903566	SAMEA5092225	Hordeum vulgare subsp. vulgare	P0143 (Baudin (Stirling))	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P143	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HGL5VBBXX_P143_S425_L002	group 127	sequencing assay	ERX2907165	HGL5VBBXX_P143_S425_L002_R1_001.fastq.gz	HGL5VBBXX_P143_S425_L002_R1_001.fastq.gz	ERR2902603	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/003/ERR2902603/ERR2902603_1.fastq.gz	302	152	P0143 (Baudin (Stirling))
P143	ERS2903566	SAMEA5092225	Hordeum vulgare subsp. vulgare	P0143 (Baudin (Stirling))	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P143	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HGL5VBBXX_P143_S425_L002	group 127	sequencing assay	ERX2907165	HGL5VBBXX_P143_S425_L002_R2_001.fastq.gz	HGL5VBBXX_P143_S425_L002_R2_001.fastq.gz	ERR2902603	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/003/ERR2902603/ERR2902603_2.fastq.gz	302	152	P0143 (Baudin (Stirling))
P145	ERS2903567	SAMEA5092226	Hordeum vulgare subsp. vulgare	P0145 (BEARPAW)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P145	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HFVHJBBXX_P145_S299_L003	group 128	sequencing assay	ERX2907166	HFVHJBBXX_P145_S299_L003_R1_001.fastq.gz	HFVHJBBXX_P145_S299_L003_R1_001.fastq.gz	ERR2902604	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/004/ERR2902604/ERR2902604_1.fastq.gz	302	152	P0145 (BEARPAW)
P145	ERS2903567	SAMEA5092226	Hordeum vulgare subsp. vulgare	P0145 (BEARPAW)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P145	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HFVHJBBXX_P145_S299_L003	group 128	sequencing assay	ERX2907166	HFVHJBBXX_P145_S299_L003_R2_001.fastq.gz	HFVHJBBXX_P145_S299_L003_R2_001.fastq.gz	ERR2902604	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/004/ERR2902604/ERR2902604_2.fastq.gz	302	152	P0145 (BEARPAW)
P145	ERS2903567	SAMEA5092226	Hordeum vulgare subsp. vulgare	P0145 (BEARPAW)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P145	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HH2WCBBXX_P145_S594_L007	group 128	sequencing assay	ERX2907166	HH2WCBBXX_P145_S594_L007_R1_001.fastq.gz	HH2WCBBXX_P145_S594_L007_R1_001.fastq.gz	ERR2902605	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/005/ERR2902605/ERR2902605_1.fastq.gz	302	152	P0145 (BEARPAW)
P145	ERS2903567	SAMEA5092226	Hordeum vulgare subsp. vulgare	P0145 (BEARPAW)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P145	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HH2WCBBXX_P145_S594_L007	group 128	sequencing assay	ERX2907166	HH2WCBBXX_P145_S594_L007_R2_001.fastq.gz	HH2WCBBXX_P145_S594_L007_R2_001.fastq.gz	ERR2902605	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/005/ERR2902605/ERR2902605_2.fastq.gz	302	152	P0145 (BEARPAW)
P146	ERS2903568	SAMEA5092227	Hordeum vulgare subsp. vulgare	P0146 (Beatrice)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P146	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HFVHJBBXX_P146_S300_L003	group 129	sequencing assay	ERX2907167	HFVHJBBXX_P146_S300_L003_R1_001.fastq.gz	HFVHJBBXX_P146_S300_L003_R1_001.fastq.gz	ERR2902606	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/006/ERR2902606/ERR2902606_1.fastq.gz	302	152	P0146 (Beatrice)
P146	ERS2903568	SAMEA5092227	Hordeum vulgare subsp. vulgare	P0146 (Beatrice)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P146	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HFVHJBBXX_P146_S300_L003	group 129	sequencing assay	ERX2907167	HFVHJBBXX_P146_S300_L003_R2_001.fastq.gz	HFVHJBBXX_P146_S300_L003_R2_001.fastq.gz	ERR2902606	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/006/ERR2902606/ERR2902606_2.fastq.gz	302	152	P0146 (Beatrice)
P146	ERS2903568	SAMEA5092227	Hordeum vulgare subsp. vulgare	P0146 (Beatrice)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P146	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HH2WCBBXX_P146_S595_L007	group 129	sequencing assay	ERX2907167	HH2WCBBXX_P146_S595_L007_R1_001.fastq.gz	HH2WCBBXX_P146_S595_L007_R1_001.fastq.gz	ERR2902607	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/007/ERR2902607/ERR2902607_1.fastq.gz	302	152	P0146 (Beatrice)
P146	ERS2903568	SAMEA5092227	Hordeum vulgare subsp. vulgare	P0146 (Beatrice)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P146	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HH2WCBBXX_P146_S595_L007	group 129	sequencing assay	ERX2907167	HH2WCBBXX_P146_S595_L007_R2_001.fastq.gz	HH2WCBBXX_P146_S595_L007_R2_001.fastq.gz	ERR2902607	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/007/ERR2902607/ERR2902607_2.fastq.gz	302	152	P0146 (Beatrice)
P147	ERS2903569	SAMEA5092228	Hordeum vulgare subsp. vulgare	P0147 (Beecher)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P147	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HCGWGBBXX_Full-P147_S265_L006	group 130	sequencing assay	ERX2907168	HCGWGBBXX_Full-P147_S265_L006_R1_001.fastq.gz	HCGWGBBXX_Full-P147_S265_L006_R1_001.fastq.gz	ERR2902608	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/008/ERR2902608/ERR2902608_1.fastq.gz	302	152	P0147 (Beecher)
P147	ERS2903569	SAMEA5092228	Hordeum vulgare subsp. vulgare	P0147 (Beecher)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P147	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HCGWGBBXX_Full-P147_S265_L006	group 130	sequencing assay	ERX2907168	HCGWGBBXX_Full-P147_S265_L006_R2_001.fastq.gz	HCGWGBBXX_Full-P147_S265_L006_R2_001.fastq.gz	ERR2902608	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/008/ERR2902608/ERR2902608_2.fastq.gz	302	152	P0147 (Beecher)
P147	ERS2903569	SAMEA5092228	Hordeum vulgare subsp. vulgare	P0147 (Beecher)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P147	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HCGWGBBXX_Half-P147_S289_L006	group 130	sequencing assay	ERX2907168	HCGWGBBXX_Half-P147_S289_L006_R1_001.fastq.gz	HCGWGBBXX_Half-P147_S289_L006_R1_001.fastq.gz	ERR2902609	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/009/ERR2902609/ERR2902609_1.fastq.gz	302	152	P0147 (Beecher)
P147	ERS2903569	SAMEA5092228	Hordeum vulgare subsp. vulgare	P0147 (Beecher)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P147	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HCGWGBBXX_Half-P147_S289_L006	group 130	sequencing assay	ERX2907168	HCGWGBBXX_Half-P147_S289_L006_R2_001.fastq.gz	HCGWGBBXX_Half-P147_S289_L006_R2_001.fastq.gz	ERR2902609	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/009/ERR2902609/ERR2902609_2.fastq.gz	302	152	P0147 (Beecher)
